F1,Indicator Code,Country ISO3,Year,Indicator,answer, Value ,Subindicator Type,Country,Region (global),Ida / Ibrd (global)
2:23036,DB46,CYP,1/1/2011,Paying Taxes: Total tax rate % of profit,, 21.60 ,Total,Cyprus,Europe & Central Asia,..
2:23043,DB42,CZE,1/1/2011,Paying Taxes: Payments number per year,, 8.00 ,Total,Czech Republic,Europe & Central Asia,..
2:23045,DB45,CZE,1/1/2011,Paying Taxes: Time hours per year,, 386.00 ,Total,Czech Republic,Europe & Central Asia,..
2:23046,DB46,CZE,1/1/2011,Paying Taxes: Total tax rate % of profit,, 50.00 ,Total,Czech Republic,Europe & Central Asia,..
2:23057,DB42,DEU,1/1/2011,Paying Taxes: Payments number per year,, 12.00 ,Total,Germany,Europe & Central Asia,..
2:23059,DB45,DEU,1/1/2011,Paying Taxes: Time hours per year,, 221.00 ,Total,Germany,Europe & Central Asia,..
2:23060,DB46,DEU,1/1/2011,Paying Taxes: Total tax rate % of profit,, 45.60 ,Total,Germany,Europe & Central Asia,..
2:23069,DB42,DJI,1/1/2011,Paying Taxes: Payments number per year,, 36.00 ,Total,Djibouti,Middle East & North Africa,IDA
2:23071,DB45,DJI,1/1/2011,Paying Taxes: Time hours per year,, 82.00 ,Total,Djibouti,Middle East & North Africa,IDA
2:23072,DB46,DJI,1/1/2011,Paying Taxes: Total tax rate % of profit,, 38.10 ,Total,Djibouti,Middle East & North Africa,IDA
2:23079,DB42,DMA,1/1/2011,Paying Taxes: Payments number per year,, 37.00 ,Total,Dominica,Latin America & Caribbean,Blend
2:23081,DB45,DMA,1/1/2011,Paying Taxes: Time hours per year,, 117.00 ,Total,Dominica,Latin America & Caribbean,Blend
2:23082,DB46,DMA,1/1/2011,Paying Taxes: Total tax rate % of profit,, 37.10 ,Total,Dominica,Latin America & Caribbean,Blend
2:23090,DB42,DNK,1/1/2011,Paying Taxes: Payments number per year,, 10.00 ,Total,Denmark,Europe & Central Asia,..
2:23092,DB45,DNK,1/1/2011,Paying Taxes: Time hours per year,, 135.00 ,Total,Denmark,Europe & Central Asia,..
2:23093,DB46,DNK,1/1/2011,Paying Taxes: Total tax rate % of profit,, 26.40 ,Total,Denmark,Europe & Central Asia,..
2:23100,DB42,DOM,1/1/2011,Paying Taxes: Payments number per year,, 7.00 ,Total,Dominican Republic,Latin America & Caribbean,IBRD
2:23102,DB45,DOM,1/1/2011,Paying Taxes: Time hours per year,, 324.00 ,Total,Dominican Republic,Latin America & Caribbean,IBRD
2:23103,DB46,DOM,1/1/2011,Paying Taxes: Total tax rate % of profit,, 41.20 ,Total,Dominican Republic,Latin America & Caribbean,IBRD
2:23114,DB42,DZA,1/1/2011,Paying Taxes: Payments number per year,, 27.00 ,Total,Algeria,Middle East & North Africa,IBRD
2:23116,DB45,DZA,1/1/2011,Paying Taxes: Time hours per year,, 451.00 ,Total,Algeria,Middle East & North Africa,IBRD
2:23117,DB46,DZA,1/1/2011,Paying Taxes: Total tax rate % of profit,, 73.00 ,Total,Algeria,Middle East & North Africa,IBRD
2:23128,DB42,ECU,1/1/2011,Paying Taxes: Payments number per year,, 8.00 ,Total,Ecuador,Latin America & Caribbean,IBRD
2:23130,DB45,ECU,1/1/2011,Paying Taxes: Time hours per year,, 654.00 ,Total,Ecuador,Latin America & Caribbean,IBRD
2:23131,DB46,ECU,1/1/2011,Paying Taxes: Total tax rate % of profit,, 34.40 ,Total,Ecuador,Latin America & Caribbean,IBRD
2:23142,DB42,EGY,1/1/2011,Paying Taxes: Payments number per year,, 29.00 ,Total,"Egypt, Arab Rep.",Middle East & North Africa,IBRD
2:23144,DB45,EGY,1/1/2011,Paying Taxes: Time hours per year,, 433.00 ,Total,"Egypt, Arab Rep.",Middle East & North Africa,IBRD
2:23145,DB46,EGY,1/1/2011,Paying Taxes: Total tax rate % of profit,, 43.60 ,Total,"Egypt, Arab Rep.",Middle East & North Africa,IBRD
2:23154,DB42,ERI,1/1/2011,Paying Taxes: Payments number per year,, 30.00 ,Total,Eritrea,Sub-Saharan Africa,IDA
2:23156,DB45,ERI,1/1/2011,Paying Taxes: Time hours per year,, 216.00 ,Total,Eritrea,Sub-Saharan Africa,IDA
2:23157,DB46,ERI,1/1/2011,Paying Taxes: Total tax rate % of profit,, 84.50 ,Total,Eritrea,Sub-Saharan Africa,IDA
2:23166,DB42,ESP,1/1/2011,Paying Taxes: Payments number per year,, 9.00 ,Total,Spain,Europe & Central Asia,..
2:23168,DB45,ESP,1/1/2011,Paying Taxes: Time hours per year,, 187.00 ,Total,Spain,Europe & Central Asia,..
2:23169,DB46,ESP,1/1/2011,Paying Taxes: Total tax rate % of profit,, 37.60 ,Total,Spain,Europe & Central Asia,..
2:23180,DB42,EST,1/1/2011,Paying Taxes: Payments number per year,, 8.00 ,Total,Estonia,Europe & Central Asia,..
2:23182,DB45,EST,1/1/2011,Paying Taxes: Time hours per year,, 81.00 ,Total,Estonia,Europe & Central Asia,..
2:23183,DB46,EST,1/1/2011,Paying Taxes: Total tax rate % of profit,, 57.80 ,Total,Estonia,Europe & Central Asia,..
2:23190,ES45,ETH,1/1/2011,Corruption / Percent of firms expected to give gifts in meetings with tax officials,, 3.80 ,Total,Ethiopia,Sub-Saharan Africa,IDA
2:23194,DB42,ETH,1/1/2011,Paying Taxes: Payments number per year,, 30.00 ,Total,Ethiopia,Sub-Saharan Africa,IDA
2:23196,DB45,ETH,1/1/2011,Paying Taxes: Time hours per year,, 198.00 ,Total,Ethiopia,Sub-Saharan Africa,IDA
2:23197,DB46,ETH,1/1/2011,Paying Taxes: Total tax rate % of profit,, 30.30 ,Total,Ethiopia,Sub-Saharan Africa,IDA
2:23198,ES28,ETH,1/1/2011,Regulations and Taxes / If there were visits average number of visits or required meetings with tax officials,, 2.30 ,Total,Ethiopia,Sub-Saharan Africa,IDA
2:23199,ES40,ETH,1/1/2011,Regulations and Taxes / Number of visits or required meetings with tax officials,, 1.30 ,Total,Ethiopia,Sub-Saharan Africa,IDA
2:23200,ES66,ETH,1/1/2011,Regulations and Taxes / Percent of firms identifying tax administration as a major constraint,, 22.60 ,Total,Ethiopia,Sub-Saharan Africa,IDA
2:23201,ES67,ETH,1/1/2011,Regulations and Taxes / Percent of firms identifying tax rates as a major constraint,, 23.40 ,Total,Ethiopia,Sub-Saharan Africa,IDA
2:23207,DB42,FIN,1/1/2011,Paying Taxes: Payments number per year,, 8.00 ,Total,Finland,Europe & Central Asia,..
2:23209,DB45,FIN,1/1/2011,Paying Taxes: Time hours per year,, 93.00 ,Total,Finland,Europe & Central Asia,..
2:23210,DB46,FIN,1/1/2011,Paying Taxes: Total tax rate % of profit,, 39.10 ,Total,Finland,Europe & Central Asia,..
2:23215,DB42,FJI,1/1/2011,Paying Taxes: Payments number per year,, 33.00 ,Total,Fiji,East Asia & Pacific,IBRD
2:23217,DB45,FJI,1/1/2011,Paying Taxes: Time hours per year,, 225.00 ,Total,Fiji,East Asia & Pacific,IBRD
2:23218,DB46,FJI,1/1/2011,Paying Taxes: Total tax rate % of profit,, 38.30 ,Total,Fiji,East Asia & Pacific,IBRD
2:23226,DB42,FRA,1/1/2011,Paying Taxes: Payments number per year,, 9.00 ,Total,France,Europe & Central Asia,..
2:23228,DB45,FRA,1/1/2011,Paying Taxes: Time hours per year,, 132.00 ,Total,France,Europe & Central Asia,..
2:23229,DB46,FRA,1/1/2011,Paying Taxes: Total tax rate % of profit,, 67.50 ,Total,France,Europe & Central Asia,..
2:23234,DB42,FSM,1/1/2011,Paying Taxes: Payments number per year,, 21.00 ,Total,"Micronesia, Fed. Sts.",East Asia & Pacific,IDA
2:23235,DB45,FSM,1/1/2011,Paying Taxes: Time hours per year,, 128.00 ,Total,"Micronesia, Fed. Sts.",East Asia & Pacific,IDA
2:23236,DB46,FSM,1/1/2011,Paying Taxes: Total tax rate % of profit,, 59.00 ,Total,"Micronesia, Fed. Sts.",East Asia & Pacific,IDA
2:23245,DB42,GAB,1/1/2011,Paying Taxes: Payments number per year,, 26.00 ,Total,Gabon,Sub-Saharan Africa,IBRD
2:23247,DB45,GAB,1/1/2011,Paying Taxes: Time hours per year,, 488.00 ,Total,Gabon,Sub-Saharan Africa,IBRD
2:23248,DB46,GAB,1/1/2011,Paying Taxes: Total tax rate % of profit,, 44.40 ,Total,Gabon,Sub-Saharan Africa,IBRD
2:23258,DB42,GBR,1/1/2011,Paying Taxes: Payments number per year,, 8.00 ,Total,United Kingdom,Europe & Central Asia,..
2:23260,DB45,GBR,1/1/2011,Paying Taxes: Time hours per year,, 110.00 ,Total,United Kingdom,Europe & Central Asia,..
2:23261,DB46,GBR,1/1/2011,Paying Taxes: Total tax rate % of profit,, 36.20 ,Total,United Kingdom,Europe & Central Asia,..
2:23268,DB42,GEO,1/1/2011,Paying Taxes: Payments number per year,, 5.00 ,Total,Georgia,Europe & Central Asia,IBRD
2:23270,DB45,GEO,1/1/2011,Paying Taxes: Time hours per year,, 387.00 ,Total,Georgia,Europe & Central Asia,IBRD
2:23271,DB46,GEO,1/1/2011,Paying Taxes: Total tax rate % of profit,, 16.50 ,Total,Georgia,Europe & Central Asia,IBRD
2:23282,DB42,GHA,1/1/2011,Paying Taxes: Payments number per year,, 33.00 ,Total,Ghana,Sub-Saharan Africa,IDA
2:23284,DB45,GHA,1/1/2011,Paying Taxes: Time hours per year,, 224.00 ,Total,Ghana,Sub-Saharan Africa,IDA
2:23285,DB46,GHA,1/1/2011,Paying Taxes: Total tax rate % of profit,, 32.90 ,Total,Ghana,Sub-Saharan Africa,IDA
2:23296,DB42,GIN,1/1/2011,Paying Taxes: Payments number per year,, 57.00 ,Total,Guinea,Sub-Saharan Africa,IDA
2:23298,DB45,GIN,1/1/2011,Paying Taxes: Time hours per year,, 416.00 ,Total,Guinea,Sub-Saharan Africa,IDA
2:23299,DB46,GIN,1/1/2011,Paying Taxes: Total tax rate % of profit,, 83.10 ,Total,Guinea,Sub-Saharan Africa,IDA
2:23310,DB42,GMB,1/1/2011,Paying Taxes: Payments number per year,, 49.00 ,Total,"Gambia, The",Sub-Saharan Africa,IDA
2:23312,DB45,GMB,1/1/2011,Paying Taxes: Time hours per year,, 376.00 ,Total,"Gambia, The",Sub-Saharan Africa,IDA
2:23313,DB46,GMB,1/1/2011,Paying Taxes: Total tax rate % of profit,, 277.10 ,Total,"Gambia, The",Sub-Saharan Africa,IDA
2:23322,DB42,GNB,1/1/2011,Paying Taxes: Payments number per year,, 46.00 ,Total,Guinea-Bissau,Sub-Saharan Africa,IDA
2:23324,DB45,GNB,1/1/2011,Paying Taxes: Time hours per year,, 218.00 ,Total,Guinea-Bissau,Sub-Saharan Africa,IDA
2:23325,DB46,GNB,1/1/2011,Paying Taxes: Total tax rate % of profit,, 45.90 ,Total,Guinea-Bissau,Sub-Saharan Africa,IDA
2:23331,DB42,GNQ,1/1/2011,Paying Taxes: Payments number per year,, 46.00 ,Total,Equatorial Guinea,Sub-Saharan Africa,IBRD
2:23333,DB45,GNQ,1/1/2011,Paying Taxes: Time hours per year,, 492.00 ,Total,Equatorial Guinea,Sub-Saharan Africa,IBRD
2:23334,DB46,GNQ,1/1/2011,Paying Taxes: Total tax rate % of profit,, 47.10 ,Total,Equatorial Guinea,Sub-Saharan Africa,IBRD
2:23339,DB42,GRC,1/1/2011,Paying Taxes: Payments number per year,, 8.00 ,Total,Greece,Europe & Central Asia,..
2:23341,DB45,GRC,1/1/2011,Paying Taxes: Time hours per year,, 224.00 ,Total,Greece,Europe & Central Asia,..
2:23342,DB46,GRC,1/1/2011,Paying Taxes: Total tax rate % of profit,, 45.90 ,Total,Greece,Europe & Central Asia,..
2:23351,DB42,GRD,1/1/2011,Paying Taxes: Payments number per year,, 42.00 ,Total,Grenada,Latin America & Caribbean,Blend
2:23353,DB45,GRD,1/1/2011,Paying Taxes: Time hours per year,, 140.00 ,Total,Grenada,Latin America & Caribbean,Blend
2:23354,DB46,GRD,1/1/2011,Paying Taxes: Total tax rate % of profit,, 45.30 ,Total,Grenada,Latin America & Caribbean,Blend
2:23363,DB42,GTM,1/1/2011,Paying Taxes: Payments number per year,, 21.00 ,Total,Guatemala,Latin America & Caribbean,IBRD
2:23365,DB45,GTM,1/1/2011,Paying Taxes: Time hours per year,, 344.00 ,Total,Guatemala,Latin America & Caribbean,IBRD
2:23366,DB46,GTM,1/1/2011,Paying Taxes: Total tax rate % of profit,, 40.90 ,Total,Guatemala,Latin America & Caribbean,IBRD
2:23377,DB42,GUY,1/1/2011,Paying Taxes: Payments number per year,, 35.00 ,Total,Guyana,Latin America & Caribbean,IDA
2:23379,DB45,GUY,1/1/2011,Paying Taxes: Time hours per year,, 263.00 ,Total,Guyana,Latin America & Caribbean,IDA
2:23380,DB46,GUY,1/1/2011,Paying Taxes: Total tax rate % of profit,, 35.90 ,Total,Guyana,Latin America & Caribbean,IDA
2:23390,DB42,HKG,1/1/2011,Paying Taxes: Payments number per year,, 3.00 ,Total,"Hong Kong SAR, China",East Asia & Pacific,..
2:23391,DB45,HKG,1/1/2011,Paying Taxes: Time hours per year,, 78.00 ,Total,"Hong Kong SAR, China",East Asia & Pacific,..
2:23392,DB46,HKG,1/1/2011,Paying Taxes: Total tax rate % of profit,, 23.00 ,Total,"Hong Kong SAR, China",East Asia & Pacific,..
2:23399,DB42,HND,1/1/2011,Paying Taxes: Payments number per year,, 47.00 ,Total,Honduras,Latin America & Caribbean,IDA
2:23401,DB45,HND,1/1/2011,Paying Taxes: Time hours per year,, 224.00 ,Total,Honduras,Latin America & Caribbean,IDA
2:23402,DB46,HND,1/1/2011,Paying Taxes: Total tax rate % of profit,, 43.10 ,Total,Honduras,Latin America & Caribbean,IDA
2:23413,DB42,HRV,1/1/2011,Paying Taxes: Payments number per year,, 34.00 ,Total,Croatia,Europe & Central Asia,IBRD
2:23415,DB45,HRV,1/1/2011,Paying Taxes: Time hours per year,, 196.00 ,Total,Croatia,Europe & Central Asia,IBRD
2:23416,DB46,HRV,1/1/2011,Paying Taxes: Total tax rate % of profit,, 21.30 ,Total,Croatia,Europe & Central Asia,IBRD
2:23426,DB42,HTI,1/1/2011,Paying Taxes: Payments number per year,, 47.00 ,Total,Haiti,Latin America & Caribbean,IDA
2:23428,DB45,HTI,1/1/2011,Paying Taxes: Time hours per year,, 184.00 ,Total,Haiti,Latin America & Caribbean,IDA
2:23429,DB46,HTI,1/1/2011,Paying Taxes: Total tax rate % of profit,, 40.40 ,Total,Haiti,Latin America & Caribbean,IDA
2:23436,DB42,HUN,1/1/2011,Paying Taxes: Payments number per year,, 13.00 ,Total,Hungary,Europe & Central Asia,..
2:23438,DB45,HUN,1/1/2011,Paying Taxes: Time hours per year,, 277.00 ,Total,Hungary,Europe & Central Asia,..
2:23439,DB46,HUN,1/1/2011,Paying Taxes: Total tax rate % of profit,, 52.00 ,Total,Hungary,Europe & Central Asia,..
2:23451,DB45,IDN,1/1/2011,Paying Taxes: Time hours per year,, 266.00 ,Total,Indonesia,East Asia & Pacific,IBRD
2:23464,DB45,IND,1/1/2011,Paying Taxes: Time hours per year,, 254.00 ,Total,India,South Asia,IBRD
2:23476,DB42,IRL,1/1/2011,Paying Taxes: Payments number per year,, 9.00 ,Total,Ireland,Europe & Central Asia,..
2:23478,DB45,IRL,1/1/2011,Paying Taxes: Time hours per year,, 76.00 ,Total,Ireland,Europe & Central Asia,..
2:23479,DB46,IRL,1/1/2011,Paying Taxes: Total tax rate % of profit,, 25.50 ,Total,Ireland,Europe & Central Asia,..
2:23489,DB42,IRN,1/1/2011,Paying Taxes: Payments number per year,, 20.00 ,Total,"Iran, Islamic Rep.",Middle East & North Africa,IBRD
2:23491,DB45,IRN,1/1/2011,Paying Taxes: Time hours per year,, 344.00 ,Total,"Iran, Islamic Rep.",Middle East & North Africa,IBRD
2:23492,DB46,IRN,1/1/2011,Paying Taxes: Total tax rate % of profit,, 44.10 ,Total,"Iran, Islamic Rep.",Middle East & North Africa,IBRD
2:23495,ES45,IRQ,1/1/2011,Corruption / Percent of firms expected to give gifts in meetings with tax officials,, 29.20 ,Total,Iraq,Middle East & North Africa,IBRD
2:23497,DB42,IRQ,1/1/2011,Paying Taxes: Payments number per year,, 15.00 ,Total,Iraq,Middle East & North Africa,IBRD
2:23499,DB45,IRQ,1/1/2011,Paying Taxes: Time hours per year,, 312.00 ,Total,Iraq,Middle East & North Africa,IBRD
2:23500,DB46,IRQ,1/1/2011,Paying Taxes: Total tax rate % of profit,, 29.90 ,Total,Iraq,Middle East & North Africa,IBRD
2:23501,ES28,IRQ,1/1/2011,Regulations and Taxes / If there were visits average number of visits or required meetings with tax officials,, 2.00 ,Total,Iraq,Middle East & North Africa,IBRD
2:23502,ES40,IRQ,1/1/2011,Regulations and Taxes / Number of visits or required meetings with tax officials,, 1.00 ,Total,Iraq,Middle East & North Africa,IBRD
2:23503,ES66,IRQ,1/1/2011,Regulations and Taxes / Percent of firms identifying tax administration as a major constraint,, 29.50 ,Total,Iraq,Middle East & North Africa,IBRD
2:23504,ES67,IRQ,1/1/2011,Regulations and Taxes / Percent of firms identifying tax rates as a major constraint,, 40.00 ,Total,Iraq,Middle East & North Africa,IBRD
2:23508,DB42,ISL,1/1/2011,Paying Taxes: Payments number per year,, 24.00 ,Total,Iceland,Europe & Central Asia,..
2:23510,DB45,ISL,1/1/2011,Paying Taxes: Time hours per year,, 140.00 ,Total,Iceland,Europe & Central Asia,..
2:23511,DB46,ISL,1/1/2011,Paying Taxes: Total tax rate % of profit,, 30.30 ,Total,Iceland,Europe & Central Asia,..
2:23518,DB42,ISR,1/1/2011,Paying Taxes: Payments number per year,, 33.00 ,Total,Israel,Middle East & North Africa,..
2:23520,DB45,ISR,1/1/2011,Paying Taxes: Time hours per year,, 235.00 ,Total,Israel,Middle East & North Africa,..
2:23521,DB46,ISR,1/1/2011,Paying Taxes: Total tax rate % of profit,, 26.80 ,Total,Israel,Middle East & North Africa,..
2:23531,DB42,ITA,1/1/2011,Paying Taxes: Payments number per year,, 14.00 ,Total,Italy,Europe & Central Asia,..
2:23533,DB45,ITA,1/1/2011,Paying Taxes: Time hours per year,, 285.00 ,Total,Italy,Europe & Central Asia,..
2:23534,DB46,ITA,1/1/2011,Paying Taxes: Total tax rate % of profit,, 67.60 ,Total,Italy,Europe & Central Asia,..
2:23541,DB42,JAM,1/1/2011,Paying Taxes: Payments number per year,, 72.00 ,Total,Jamaica,Latin America & Caribbean,IBRD
2:23543,DB45,JAM,1/1/2011,Paying Taxes: Time hours per year,, 324.00 ,Total,Jamaica,Latin America & Caribbean,IBRD
2:23544,DB46,JAM,1/1/2011,Paying Taxes: Total tax rate % of profit,, 46.60 ,Total,Jamaica,Latin America & Caribbean,IBRD
2:23555,DB42,JOR,1/1/2011,Paying Taxes: Payments number per year,, 25.00 ,Total,Jordan,Middle East & North Africa,IBRD
2:23557,DB45,JOR,1/1/2011,Paying Taxes: Time hours per year,, 145.00 ,Total,Jordan,Middle East & North Africa,IBRD
2:23558,DB46,JOR,1/1/2011,Paying Taxes: Total tax rate % of profit,, 28.20 ,Total,Jordan,Middle East & North Africa,IBRD
2:23569,DB45,JPN,1/1/2011,Paying Taxes: Time hours per year,, 221.00 ,Total,Japan,East Asia & Pacific,..
2:23577,DB42,KAZ,1/1/2011,Paying Taxes: Payments number per year,, 6.00 ,Total,Kazakhstan,Europe & Central Asia,IBRD
2:23579,DB45,KAZ,1/1/2011,Paying Taxes: Time hours per year,, 178.00 ,Total,Kazakhstan,Europe & Central Asia,IBRD
2:23580,DB46,KAZ,1/1/2011,Paying Taxes: Total tax rate % of profit,, 29.00 ,Total,Kazakhstan,Europe & Central Asia,IBRD
2:23591,DB42,KEN,1/1/2011,Paying Taxes: Payments number per year,, 41.00 ,Total,Kenya,Sub-Saharan Africa,Blend
2:23593,DB45,KEN,1/1/2011,Paying Taxes: Time hours per year,, 405.00 ,Total,Kenya,Sub-Saharan Africa,Blend
2:23594,DB46,KEN,1/1/2011,Paying Taxes: Total tax rate % of profit,, 48.90 ,Total,Kenya,Sub-Saharan Africa,Blend
2:23605,DB42,KGZ,1/1/2011,Paying Taxes: Payments number per year,, 52.00 ,Total,Kyrgyz Republic,Europe & Central Asia,IDA
2:23607,DB45,KGZ,1/1/2011,Paying Taxes: Time hours per year,, 230.00 ,Total,Kyrgyz Republic,Europe & Central Asia,IDA
2:23608,DB46,KGZ,1/1/2011,Paying Taxes: Total tax rate % of profit,, 33.40 ,Total,Kyrgyz Republic,Europe & Central Asia,IDA
2:23619,DB42,KHM,1/1/2011,Paying Taxes: Payments number per year,, 39.00 ,Total,Cambodia,East Asia & Pacific,IDA
2:23621,DB45,KHM,1/1/2011,Paying Taxes: Time hours per year,, 173.00 ,Total,Cambodia,East Asia & Pacific,IDA
2:23622,DB46,KHM,1/1/2011,Paying Taxes: Total tax rate % of profit,, 22.60 ,Total,Cambodia,East Asia & Pacific,IDA
2:23630,DB42,KIR,1/1/2011,Paying Taxes: Payments number per year,, 7.00 ,Total,Kiribati,East Asia & Pacific,IDA
2:23632,DB45,KIR,1/1/2011,Paying Taxes: Time hours per year,, 120.00 ,Total,Kiribati,East Asia & Pacific,IDA
2:23633,DB46,KIR,1/1/2011,Paying Taxes: Total tax rate % of profit,, 31.80 ,Total,Kiribati,East Asia & Pacific,IDA
2:23636,DB42,KNA,1/1/2011,Paying Taxes: Payments number per year,, 39.00 ,Total,St. Kitts and Nevis,Latin America & Caribbean,IBRD
2:23638,DB45,KNA,1/1/2011,Paying Taxes: Time hours per year,, 203.00 ,Total,St. Kitts and Nevis,Latin America & Caribbean,IBRD
2:23639,DB46,KNA,1/1/2011,Paying Taxes: Total tax rate % of profit,, 52.50 ,Total,St. Kitts and Nevis,Latin America & Caribbean,IBRD
2:23648,DB42,KOR,1/1/2011,Paying Taxes: Payments number per year,, 13.00 ,Total,"Korea, Rep.",East Asia & Pacific,..
2:23650,DB45,KOR,1/1/2011,Paying Taxes: Time hours per year,, 225.00 ,Total,"Korea, Rep.",East Asia & Pacific,..
2:23651,DB46,KOR,1/1/2011,Paying Taxes: Total tax rate % of profit,, 34.10 ,Total,"Korea, Rep.",East Asia & Pacific,..
2:23660,DB42,XKX,1/1/2011,Paying Taxes: Payments number per year,, 33.00 ,Total,Kosovo,Europe & Central Asia,IDA
2:23662,DB45,XKX,1/1/2011,Paying Taxes: Time hours per year,, 164.00 ,Total,Kosovo,Europe & Central Asia,IDA
2:23663,DB46,XKX,1/1/2011,Paying Taxes: Total tax rate % of profit,, 15.80 ,Total,Kosovo,Europe & Central Asia,IDA
2:23671,DB42,KWT,1/1/2011,Paying Taxes: Payments number per year,, 12.00 ,Total,Kuwait,Middle East & North Africa,..
2:23672,DB45,KWT,1/1/2011,Paying Taxes: Time hours per year,, 98.00 ,Total,Kuwait,Middle East & North Africa,..
2:23673,DB46,KWT,1/1/2011,Paying Taxes: Total tax rate % of profit,, 10.70 ,Total,Kuwait,Middle East & North Africa,..
2:23680,DB42,LAO,1/1/2011,Paying Taxes: Payments number per year,, 34.00 ,Total,Lao PDR,East Asia & Pacific,IDA
2:23682,DB45,LAO,1/1/2011,Paying Taxes: Time hours per year,, 362.00 ,Total,Lao PDR,East Asia & Pacific,IDA
2:23683,DB46,LAO,1/1/2011,Paying Taxes: Total tax rate % of profit,, 31.40 ,Total,Lao PDR,East Asia & Pacific,IDA
2:23694,DB42,LBN,1/1/2011,Paying Taxes: Payments number per year,, 20.00 ,Total,Lebanon,Middle East & North Africa,IBRD
2:23696,DB45,LBN,1/1/2011,Paying Taxes: Time hours per year,, 180.00 ,Total,Lebanon,Middle East & North Africa,IBRD
2:23697,DB46,LBN,1/1/2011,Paying Taxes: Total tax rate % of profit,, 30.60 ,Total,Lebanon,Middle East & North Africa,IBRD
2:23708,DB42,LBR,1/1/2011,Paying Taxes: Payments number per year,, 33.00 ,Total,Liberia,Sub-Saharan Africa,IDA
2:23710,DB45,LBR,1/1/2011,Paying Taxes: Time hours per year,, 150.50 ,Total,Liberia,Sub-Saharan Africa,IDA
2:23711,DB46,LBR,1/1/2011,Paying Taxes: Total tax rate % of profit,, 42.50 ,Total,Liberia,Sub-Saharan Africa,IDA
2:23729,DB42,LCA,1/1/2011,Paying Taxes: Payments number per year,, 35.00 ,Total,St. Lucia,Latin America & Caribbean,Blend
2:23731,DB45,LCA,1/1/2011,Paying Taxes: Time hours per year,, 92.00 ,Total,St. Lucia,Latin America & Caribbean,Blend
2:23732,DB46,LCA,1/1/2011,Paying Taxes: Total tax rate % of profit,, 34.40 ,Total,St. Lucia,Latin America & Caribbean,Blend
2:23737,ES45,LKA,1/1/2011,Corruption / Percent of firms expected to give gifts in meetings with tax officials,, 7.70 ,Total,Sri Lanka,South Asia,IBRD
2:23741,DB42,LKA,1/1/2011,Paying Taxes: Payments number per year,, 71.00 ,Total,Sri Lanka,South Asia,IBRD
2:23743,DB45,LKA,1/1/2011,Paying Taxes: Time hours per year,, 268.00 ,Total,Sri Lanka,South Asia,IBRD
2:23744,DB46,LKA,1/1/2011,Paying Taxes: Total tax rate % of profit,, 112.90 ,Total,Sri Lanka,South Asia,IBRD
2:23745,ES28,LKA,1/1/2011,Regulations and Taxes / If there were visits average number of visits or required meetings with tax officials,, 2.40 ,Total,Sri Lanka,South Asia,IBRD
2:23746,ES40,LKA,1/1/2011,Regulations and Taxes / Number of visits or required meetings with tax officials,, 1.30 ,Total,Sri Lanka,South Asia,IBRD
2:23747,ES66,LKA,1/1/2011,Regulations and Taxes / Percent of firms identifying tax administration as a major constraint,, 19.10 ,Total,Sri Lanka,South Asia,IBRD
2:23748,ES67,LKA,1/1/2011,Regulations and Taxes / Percent of firms identifying tax rates as a major constraint,, 26.90 ,Total,Sri Lanka,South Asia,IBRD
2:23755,DB42,LSO,1/1/2011,Paying Taxes: Payments number per year,, 20.00 ,Total,Lesotho,Sub-Saharan Africa,IDA
2:23757,DB45,LSO,1/1/2011,Paying Taxes: Time hours per year,, 324.00 ,Total,Lesotho,Sub-Saharan Africa,IDA
2:23758,DB46,LSO,1/1/2011,Paying Taxes: Total tax rate % of profit,, 14.00 ,Total,Lesotho,Sub-Saharan Africa,IDA
2:23769,DB42,LTU,1/1/2011,Paying Taxes: Payments number per year,, 11.00 ,Total,Lithuania,Europe & Central Asia,..
2:23771,DB45,LTU,1/1/2011,Paying Taxes: Time hours per year,, 175.00 ,Total,Lithuania,Europe & Central Asia,..
2:23772,DB46,LTU,1/1/2011,Paying Taxes: Total tax rate % of profit,, 43.10 ,Total,Lithuania,Europe & Central Asia,..
2:23782,DB42,LUX,1/1/2011,Paying Taxes: Payments number per year,, 23.00 ,Total,Luxembourg,Europe & Central Asia,..
2:23784,DB45,LUX,1/1/2011,Paying Taxes: Time hours per year,, 59.00 ,Total,Luxembourg,Europe & Central Asia,..
2:23785,DB46,LUX,1/1/2011,Paying Taxes: Total tax rate % of profit,, 19.80 ,Total,Luxembourg,Europe & Central Asia,..
2:23792,DB42,LVA,1/1/2011,Paying Taxes: Payments number per year,, 7.00 ,Total,Latvia,Europe & Central Asia,..
2:23794,DB45,LVA,1/1/2011,Paying Taxes: Time hours per year,, 250.00 ,Total,Latvia,Europe & Central Asia,..
2:23795,DB46,LVA,1/1/2011,Paying Taxes: Total tax rate % of profit,, 37.00 ,Total,Latvia,Europe & Central Asia,..
2:23806,DB42,MAR,1/1/2011,Paying Taxes: Payments number per year,, 17.00 ,Total,Morocco,Middle East & North Africa,IBRD
2:23808,DB45,MAR,1/1/2011,Paying Taxes: Time hours per year,, 238.00 ,Total,Morocco,Middle East & North Africa,IBRD
2:23809,DB46,MAR,1/1/2011,Paying Taxes: Total tax rate % of profit,, 49.70 ,Total,Morocco,Middle East & North Africa,IBRD
